sortedNum,requireLen,example,tipsLen,quesClass,Fundamentals,Algorithms,Common.Data.Structures,Advanced.Data.Structures,Techniques,Math,Other,otherCom,huawei,bytedance,microsoft,google,amazon,tencent,recursion,linked-list,math,hash-table,string,binary-search,divide-and-conquer,dynamic-programming,greedy,two-pointers,sorting,backtracking,heap-priority-queue,simulation,depth-first-search,binary-tree,breadth-first-search,union-find,graph,geometry,database,topological-sort,prefix-sum,shortest-path,bitmask,difficulty,require,tips,ifcom,topicNum
1491,87,3,182,题库,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个正整数数组。请你对执行一些操作（也可以不进行任何操作），使得数组满足以下条件：你可以执行以下2种操作任意次：请你返回执行以上操作后，在满足前文所述的条件下，中可能的。,arr中第一个元素必须为任意相邻两个元素的差的绝对值小于等于，也就是说，对于任意的1<=i<arr.length数组下标从0开始），都满足abs(arr[i]-arr[i-1])<=1abs(x)为的绝对值。arr中任意元素的值，使其变为一个更小的正整数重新排列arr中的元素，你可以以任意顺序重新排列。1<=arr.length<=101<=arr[i]<=10,1,3
1492,136,2,138,题库,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,一个酒店里有个房间，这些房间用二维整数数组表示，其中表示有一个房间号为的房间且它的面积为。每一个房间号保证是的。同时给你个查询，用二维数组表示，其中。第个查询的答案是满足如下条件的房间：如果差的绝对值有的，选择的。如果，答案为。请你返回长度为的数组，其中为第个查询的结果。,"房间的面积为minSize，且abs(id-preferred的值，其中abs(x)是的绝对值。n==rooms.length1<=n<=10k==queries.length1<=k<=101<=roomId,preferred<=101<=size,minSize<=10",1,3
1493,59,3,67,题库,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你一个整数数组（下标计数）以及两个整数和，请你找出一个下标，满足且。注意：表示的绝对值。返回。题目数据保证存在于中。,1<=nums.length<=10001<=nums[i]<=100<=start<nums.lengthtarget存在于nums,1,1
1494,87,4,211,题库,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个仅由数字组成的字符串。请你判断能否将拆分成两个或者多个，使子字符串的按排列，且每两个的数值之等于。如果可以按要求拆分，返回；否则，返回。是字符串中的一个连续字符序列。,"例如，字符串s=""0090089""可以拆分成[""0090"",""089""]，数值为[90,89]。这些数值满足按降序排列，且相邻值相差，这种拆分方法可行。另一个例子中，字符串s=""001""可以拆分成[""0"",""01""][""00"",""1""]或[""0"",""0"",""1""]。然而，所有这些拆分方法都不可行，因为对应数值分别是[0,1][0,1]和[0,0,1]，都不满足按降序排列的要求。1<=s.length<=20仅由数字组成",1,2
1495,100,3,137,题库,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个表示大整数的字符串，和一个整数。如果某个整数是中各位数字的一个且它的，则称这个整数为。可能存在很多妙数，但是只需要关注的那些。返回要得到第个需要对执行的。测试用例是按存在第个最小妙数而生成的。,"例如，num=""5489355142""第1个最小妙数是""5489355214""第2个最小妙数是""5489355241""第3个最小妙数是""5489355412""第4个最小妙数是""5489355421""2<=num.length<=10001<=k<=1000num仅由数字组成",1,3
1496,117,2,101,题库,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你一个二维整数数组，其中表示第个区间开始于、结束于（包含两侧取值，）。区间的定义为区间中包含的整数数目，更正式地表达是。再给你一个整数数组。第个查询的答案是满足的。如果不存在这样的区间，那么答案是。以数组形式返回对应查询的所有答案。,1<=intervals.length<=101<=queries.length<=10intervals[i].length==21<=left<=right<=101<=queries[j]<=10,1,5
1497,97,2,42,题库,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你一个二维整数数组，其中每个表示第个人的出生和死亡年份。年份的定义为这一年期间活着的人的数目。第个人被计入年份的人口需要满足：在闭区间内。注意，人不应当计入他们死亡当年的人口中。返回且的年份。,1<=logs.length<=1001950<=birth<death<=2050,1,2
1498,117,3,80,题库,1,2,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,给你两个的整数数组​​​​​​和​​​​​​，数组下标均计数。下标对中且。如果该下标对同时满足且，则称之为下标对，该下标对的为​​。​​返回所有下标对中的。如果不存在有效下标对，返回。一个数组，如果每个均有成立，那么该数组是一个数组。,"1<=nums1.length<=101<=nums2.length<=101<=nums1[i],nums2[j]<=10nums1和nums2都是非递增数组",1,4
1499,114,3,74,题库,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,MEDIUM,一个数组的定义为这个数组中数组的。给你一个正整数数组，请你返回任意的的。由于答案可能很大，请你返回答案对的结果。请注意，最小乘积的最大值考虑的是取余操作的结果。题目保证最小乘积的最大值在的情况下可以用保存。定义为一个数组的部分。,"比方说，数组[3,2,5]（最小值是）的最小乘积为2*(3+2+5)=2*10=201<=nums.length<=101<=nums[i]<=10",1,4
1500,154,2,71,题库,0,2,3,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你一个，它含有个节点和条边。节点编号从到。给你一个字符串，其中是小写英文字母，表示图中第个节点的（下标从开始）。同时给你一个二维数组，其中表示从节点到节点有一条。图中一条有效是一个点序列，对于所有，从到在图中有一条有向边。路径的是路径中颜色的节点数目。请你返回给定图中有效路径里面的如果图中含有环，请返回。,"n==colors.lengthm==edges.length1<=n<=100<=m<=10colors只含有小写英文字母。0<=a,b<n",1,6
1501,112,2,150,题库,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,一个指的是一个序列的单词用单个空格连接起来，且开头和结尾没有任何空格。每个单词都只包含小写或大写英文字母。我们可以给一个句子添加，并且将句子中所有单词。给你一个的句子，它包含的单词不超过个，请你重新构造并得到原本顺序的句子。,"比方说，句子""Thisisasentence""可以被打乱顺序得到""sentence4a3is2This1""或者""is2sentence4This1a3""2<=s.length<=200只包含小写和大写英文字母、空格以及从到的数字。中单词数目为到个。中的单词由单个空格分隔。不包含任何前导或者后缀空格。",1,2
1502,160,2,23,题库,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你两个整数和分别表示两个内存条剩余可用内存的位数。现在有一个程序每秒递增的速度消耗着内存。在第秒（秒数从1开始），有位内存被分配到的内存条（如果两者一样多，则分配到第一个内存条）。如果两者剩余内存都不足位，那么程序将。请你返回一个数组，包含，其中是程序意外退出的时间（单位为秒），和分别是两个内存条最后剩余内存的位数。,"0<=memory1,memory2<=2-1",1,1
1503,199,3,90,题库,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,给你一个的字符矩阵，它表示一个箱子的侧视图。箱子的每一个格子可能为：这个箱子被，由于重力原因，部分石头的位置会发生改变。每个石头会垂直掉落，直到它遇到障碍物，另一个石头或者箱子的底部。重力影响障碍物的位置，同时箱子旋转不会产生，也就是说石头的水平位置不会发生改变。题目保证初始时中的石头要么在一个障碍物上，要么在另一个石头上，要么在箱子的底部。请你返回一个的矩阵，表示按照上述旋转后，箱子内的结果。,"'#'表示石头'*'表示固定的障碍物'.'表示空位置m==box.lengthn==box[i].length1<=m,n<=500box[i][j]只可能是'#''*'或者'.'",1,3
1504,59,2,32,题库,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你一个整数数组，请你返回所有下标对的结果之和。由于答案可能会很大，请你返回答案对的结果。函数返回输入数字的整数部分。,1<=nums.length<=101<=nums[i]<=10,1,4
1505,113,3,61,题库,1,1,0,0,1,2,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,一个数组的定义为数组中所有元素按位的结果；如果数组为，则异或总和为。给你一个数组，请你求出中每个的，计算并返回这些值相加之。在本题中，元素的不同子集应计数。数组是数组的一个的前提条件是：从删除几个（也可能不删除）元素能够得到。,"例如，数组[2,5,6]的异或总和为2XOR5XOR6=11<=nums.length<=121<=nums[i]<=20",1,5
1506,108,3,31,题库,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个二进制字符串，现需要将其转化为一个。请你计算并返回转化所需的字符交换次数，如果无法完成转化，返回。是指：相邻字符之间不存在相等情况的字符串。例如，字符串和属于交替字符串，但不是。任意两个字符都可以进行交换，。,1<=s.length<=1000s[i]的值为'0'或'1',1,2
1507,34,1,320,题库,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你两个整数数组和，请你实现一个支持下述两类查询的数据结构：实现类：,"FindSumPairs(int[]nums1,int[]nums2)使用整数数组nums1和nums2初始化FindSumPairs对象。voidadd(intindex,intval)将val加到nums2[index]上，即，执行nums2[index]+=valintcount(inttot)返回满足nums1[i]+nums2[j]==tot的下标对(i,j)数目。1<=nums1.length<=10001<=nums2.length<=101<=nums1[i]<=101<=nums2[i]<=100<=index<nums2.length1<=val<=101<=tot<=10最多调用add和count函数各1000",1,3
1508,98,3,55,题库,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,有根长度互不相同的木棍，长度为从到的整数。请你将这些木棍排成一排，并满足从左侧根木棍。从左侧木棍的前提是这个木棍的不存在比它木棍。给你和，返回符合题目要求的排列。由于答案可能很大，请返回对的结果。,"例如，如果木棍排列为,2,,4]，那么从左侧可以看到的就是长度分别为的木棍。1<=n<=10001<=k<=n",1,3
1509,98,3,77,题库,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你一个二进制字符串。如果字符串中由组成的连续子字符串由组成的连续子字符串，返回；否则，返回。注意，如果字符串中不存在，此时认为由组成的最长连续子字符串的长度是。字符串中不存在的情况也适用此规则。,"例如，s=""00010""中，由组成的最长连续子字符串的长度是，由组成的最长连续子字符串的长度是1<=s.length<=100s[i]不是'0'就是'1'",1,1
1510,180,3,109,题库,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,给你一个浮点数，表示你到达办公室可用的总通勤时间。要到达办公室，你必须按给定次序乘坐趟列车。另给你一个长度为的整数数组，其中表示第趟列车的行驶距离（单位是千米）。每趟列车均只能在整点发车，所以你可能需要在两趟列车之间等待一段时间。返回能满足你准时到达办公室所要求全部列车的时速（单位：千米每小时），如果无法准时到达，则返回。生成的测试用例保证答案不超过，且的。,例如，第趟列车需要1.5小时，那你必须再等待0.5小时，搭乘在第2小时发车的第趟列车。n==dist.length1<=n<=101<=dist[i]<=101<=hour<=10hours中，小数点后最多存在两位数字,1,2
1511,89,2,117,题库,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,给你一个下标从开始的二进制字符串和两个整数和。一开始，你在下标处，且该位置的值一定为。当同时满足如下条件时，你可以从下标移动到下标处：如果你可以到达的下标处，请你返回，否则返回。,"i+minJump<=j<=min(i+maxJump,s.length-1)s[j]=='0'2<=s.length<=10s[i]要么是'0'，要么是'1's[0]=='0'1<=minJump<=maxJump<s.length",1,3
1512,163,3,42,题库,1,1,0,0,1,2,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HARD,Alice和Bob玩一个游戏，两人轮流操作，。总共有个石子排成一行。轮到某个玩家的回合时，如果石子的数目，他将执行以下操作：当只剩下石子时，游戏结束。Alice和Bob的为。Alice的目标是分数差，Bob的目标是分数差。给你一个长度为的整数数组，其中是第个石子的价值。请你返回在双方都采用策略的情况下，Alice和Bob的。,n==stones.length2<=n<=10-10<=stones[i]<=10,1,5
1513,75,1,0,题库,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,表:计算每个雇员的奖金。如果一个雇员的id是并且他的名字不是以，那么他的奖金是他工资的，否则奖金为。返回的结果按照排序。返回结果格式如下面的例子所示。,,1,1
1514,98,2,32,题库,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,如果一个字符串不含有任何重复字符，我们称这个字符串为字符串。给你一个字符串，请你返回中长度为的的数量。注意，如果相同的好子字符串出现多次，每一次都应该被记入答案之中。是一个字符串中连续的字符序列。,1<=s.length<=100​​​​​​只包含小写英文字母。,1,4
1515,67,2,121,题库,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,一个数对的等于。是一个数对数组中最大的。给你一个长度为的数组，请你将中的元素分成个数对，使得：请你在最优数对划分的方案下，返回最小的。,"比方说，如果我们有数对(1,5)(2,3)和(4,4)最大数对和为max(1+5,2+3,4+4)=max(6,5,8)=8nums中每个元素在数对中，且最大数对和的值n==nums.length2<=n<=10是1<=nums[i]<=10",1,4
1516,159,3,59,题库,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MEDIUM,给你一个的整数矩阵。指的是中一个正菱形上的元素之和。本题中的菱形必须为正方形旋转45度，且四个角都在一个格子当中。下图是四个可行的菱形，每个菱形和应该包含的格子都用了相应颜色标注在图中。注意，菱形可以是一个面积为0的区域，如上图中右下角的紫色菱形所示。请你按照返回中三个最大的。如果不同的和少于三个，则将它们全部返回。,"m==grid.lengthn==grid[i].length1<=m,n<=1001<=grid[i][j]<=10",1,6
1517,53,2,120,题库,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你两个整数数组和，它们长度都为。两个数组的为（）。请你将中的元素重新排列，使得。请你返回重新排列之后的。,"比方说，[1,2,3]和[3,2,1]的异或值之和等于(1XOR3)+(2XOR2)+(3XOR1)=2+0+2=4n==nums1.lengthn==nums2.length1<=n<=140<=nums1[i],nums2[i]<=10",1,4
1518,119,3,155,题库,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,字母的取决于字母在字母表中的位置，计数。即，、、，以此类推。对某个由小写字母组成的字符串而言，其就等于将中每个字母的按顺序并成对应整数。给你三个字符串、和，每个字符串都由从到（和）的小写英文字母组成。如果和的等于的数值，返回；否则，返回。,"例如，s=""acb""，依次连接每个字母的字母值可以得到""021""，转换为整数得到1<=firstWord.length,secondWord.length,targetWord.length<=8firstWordsecondWord和targetWord仅由从'a'到'j''a'和'j'）的小写英文字母组成",1,1
1519,113,2,140,题库,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个非常大的整数和一个整数数字，大整数用一个字符串表示。中每一位数字和数字都处于闭区间中，且可能表示一个。你打算通过在的十进制表示的任意位置插入来的​​​​​​。但在负号的左边插入。返回插入操作后，用字符串表示的的最大值。,"例如，如果n=73且x=6，那么最佳方案是将插入和之间，使n=763如果n=-55且x=2，那么最佳方案是将插在第一个之前，使n=-2551<=n.length<=101<=x<=9​​​中每一位的数字都在闭区间[1,9]中。代表一个有效的整数。表示负数时，将会以字符'-'开始。",1,2
1520,349,2,72,题库,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你两个的整数数组和，长度分别为​​​​​​和​​​​​​。是第​​​​台服务器的，而是处理第项任务（单位：秒）。你正在运行一个仿真系统，在处理完所有任务后，该系统将会关闭。每台服务器只能同时处理一项任务。第项任务在第秒可以开始处理，相应地，第项任务在第秒可以开始处理。处理第项任务时，你需要为它分配一台的空闲服务器。如果存在多台相同权重的空闲服务器，请选择的服务器。如果一台空闲服务器在第秒分配到第项任务，那么在时它将恢复空闲状态。如果没有空闲服务器，则必须等待，直到出现一台空闲服务器，并地处理剩余任务。如果有多项任务等待分配，则按照的顺序完成分配。如果同一时刻存在多台空闲服务器，可以同时将多项任务分别分配给它们。构建长度为的答案数组，其中是第项任务分配的服务器的下标。返回答案数组​​​​。,"servers.length==ntasks.length==m1<=n,m<=2*101<=servers[i],tasks[j]<=2*10",1,2
1521,276,3,222,题库,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你一个整数，表示你要前往会议所剩下的可用小时数。要想成功抵达会议现场，你必须途经条道路。道路的长度用一个长度为的整数数组表示，其中表示第条道路的长度（单位：）。另给你一个整数，表示你在道路上前进的速度（单位：）。当你通过第条路之后，就必须休息并等待，直到才能开始继续通过下一条道路。注意：你不需要在通过最后一条道路后休息，因为那时你已经抵达会议现场。然而，为了能准时到达，你可以选择一些路的休息时间，这意味着你不必等待下一个整数小时。注意，这意味着与不跳过任何休息时间相比，你可能在不同时刻到达接下来的道路。返回准时抵达会议现场所需要的，如果，返回。,例如，如果你通过一条道路用去1.4小时，那你必须停下来等待，到小时才可以继续通过下一条道路。如果通过一条道路恰好用去小时，就无需等待，可以直接继续。例如，假设通过第条道路用去1.4小时，且通过第条道路用去0.6小时。跳过第条道路的休息时间意味着你将会在恰好小时完成通过第条道路，且你能够立即开始通过第条道路。n==dist.length1<=n<=10001<=dist[i]<=101<=speed<=101<=hoursBefore<=10,1,2
1522,147,2,10,题库,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你的鸡蛋，和一栋从第层到第层共有层楼的建筑。已知存在楼层，满足，任何从的楼层落下的鸡蛋都，从的楼层落下的鸡蛋都。每次操作，你可以取一枚的鸡蛋并把它从任一楼层扔下（满足）。如果鸡蛋碎了，你就不能再次使用它。如果某枚鸡蛋扔下后没有摔碎，则可以在之后的操作中这枚鸡蛋。请你计算并返回要确定的是多少？,1<=n<=1000,1,2
1523,40,3,96,题库,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你两个大小为的二进制矩阵和。现矩阵中的元素，如果能够使与一致，返回；否则，返回,n==mat.length==target.lengthn==mat[i].length==target[i].length1<=n<=10mat[i][j]和target[i][j]不是就是,1,2
1524,61,3,36,题库,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组，你的目标是令中的所有元素相等。完成一次减少操作需要遵照下面的几个步骤：返回使中的所有元素相等的操作次数。,1<=nums.length<=5*101<=nums[i]<=5*10,1,2
1525,77,3,145,题库,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,给你一个二进制字符串。你可以按任意顺序执行以下两种操作任意次：请你返回使变成字符串的前提下，的操作次数。我们称一个字符串是的，需要满足任意相邻字符都不同。,"类型1：删除字符串的第一个字符并将它到字符串结尾。类型2：选择字符串中任意一个字符并将该字符反转，也就是如果值为'0'，则反转得到'1'，反之亦然。比方说，字符串""010""和""1010""都是交替的，但是字符串""0100""不是。1<=s.length<=10s[i]要么是'0'，要么是'1'",1,4
1526,241,3,255,题库,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HARD,给你个包裹，你需要把它们装在箱子里，。总共有个供应商提供的箱子（每个规格都有无数个箱子）。如果一个包裹的尺寸一个箱子的尺寸，那么这个包裹就可以放入这个箱子之中。包裹的尺寸用一个整数数组表示，其中是第个包裹的尺寸。供应商用二维数组表示，其中是第个供应商提供的所有箱子尺寸的数组。你想要选择并只使用该供应商提供的箱子，使得。对于每个装了包裹的箱子，我们定义空间等于。为箱子中浪费空间的总和。请你选择箱子供应商，使得。如果将所有包裹放入箱子中，请你返回。由于答案可能会，请返回它对的结果。,"比方说，如果你想要用尺寸数组为[4,8]的箱子装下尺寸为[2,3,5]的包裹，你可以将尺寸为和的两个包裹装入两个尺寸为的箱子中，同时把尺寸为的包裹装入尺寸为的箱子中。总浪费空间为(4-2)+(4-3)+(8-5)=6n==packages.lengthm==boxes.length1<=n<=101<=m<=101<=packages[i]<=101<=boxes[j].length<=101<=boxes[j][k]<=10sum(boxes[j].length)<=10boxes[j]中的元素互不相同",1,4
1527,75,1,0,题库,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,EASY,表:编写一个SQL查询，该查询可以获取在年登录过的所有用户的本年度登录时间。结果集包含年没有登录过的用户。返回的结果集可以按排列。查询结果格式如下例。,,1,1
1528,81,2,55,题库,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,EASY,给你一个二维整数数组和两个整数和。每个表示一个从到的。如果闭区间内每个整数都被中区间覆盖，那么请你返回，否则返回。已知区间，如果整数满足，那么我们称整数被覆盖了。,1<=ranges.length<=501<=start<=end<=501<=left<=right<=50,1,3
1529,178,2,46,题库,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MEDIUM,一个班级里有个学生，编号为到。每个学生会依次回答问题，编号为的学生先回答，然后是编号为的学生，以此类推，直到编号为的学生，然后老师会重复这个过程，重新从编号为的学生开始回答问题。给你一个长度为且下标从开始的整数数组和一个整数。一开始粉笔盒里总共有支粉笔。当编号为的学生回答问题时，他会消耗支粉笔。如果剩余粉笔数量，那么学生需要粉笔。请你返回需要粉笔的学生。,chalk.length==n1<=n<=101<=chalk[i]<=101<=k<=10,1,4
